"Well","Sample","Weight","Replicate","Time","Hour","PCheck","Plate","fileName","values","MatchValue","CtrlVal","ABStrt_ABSctr","AbsFreshWeight","Genotype","Range","Site"
"G09","W0167",0.0282,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0512,"W0167.0hr",0.0466,0.0046,0.163120567375887,"ARC28","Invasive","ARC"
"G10","W0752",0.0119,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0509,"W0752.0hr",0.0441,0.0068,0.571428571428571,"CAM19","Native","CAM"
"G11","W0752",0.0119,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0515,"W0752.0hr",0.0441,0.0074,0.621848739495798,"CAM19","Native","CAM"
"G12","W0752",0.0119,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0509,"W0752.0hr",0.0441,0.0068,0.571428571428571,"CAM19","Native","CAM"
"H01","W0168",0.0253,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0538,"W0168.0hr",0.0442,0.0096,0.379446640316205,"NARc3-03","Native","NAR"
"H02","W0168",0.0253,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0503,"W0168.0hr",0.0442,0.00609999999999999,0.241106719367589,"NARc3-03","Native","NAR"
"H03","W0168",0.0253,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0548,"W0168.0hr",0.0442,0.0106,0.41897233201581,"NARc3-03","Native","NAR"
"H04","W0753",0.0202,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0506,"W0753.0hr",0.0451,0.0055,0.272277227722772,"DEB26","Native","DEB"
"H05","W0753",0.0202,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0509,"W0753.0hr",0.0451,0.0058,0.287128712871287,"DEB26","Native","DEB"
"H06","W0753",0.0202,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0514,"W0753.0hr",0.0451,0.0063,0.311881188118812,"DEB26","Native","DEB"
"H07","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.052,".0hr",0.0457,0.0063,NA,NA,NA,NA
"H08","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0518,".0hr",0.0457,0.0061,NA,NA,NA,NA
"H09","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0527,".0hr",0.0457,0.007,NA,NA,NA,NA
"H10","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0523,".0hr",0.0457,0.0066,NA,NA,NA,NA
"H11","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0551,".0hr",0.0457,0.00940000000000001,NA,NA,NA,NA
"H12","",NA,NA,NA,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0517,".0hr",0.0457,0.00600000000000001,NA,NA,NA,NA
"A01","W0419",0.0461,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.053,"W0419.24hr",0.0432,0.0098,0.212581344902386,"CDCc2-07-01","Native","CDC"
"A02","W0419",0.0461,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0517,"W0419.24hr",0.0432,0.0085,0.184381778741866,"CDCc2-07-01","Native","CDC"
"A03","W0419",0.0461,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0528,"W0419.24hr",0.0432,0.0096,0.20824295010846,"CDCc2-07-01","Native","CDC"
"A04","W0076",0.0311,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0538,"W0076.24hr",0.0543,-5e-04,-0.0160771704180064,"ARC29","Invasive","ARC"
"A05","W0076",0.0311,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0569,"W0076.24hr",0.0543,0.0026,0.0836012861736334,"ARC29","Invasive","ARC"
"A06","W0076",0.0311,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.056,"W0076.24hr",0.0543,0.0017,0.0546623794212219,"ARC29","Invasive","ARC"
"A07","W0420",0.0433,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0529,"W0420.24hr",0.055,-0.0021,-0.0484988452655889,"SAN30-01","Native","SAN"
"A08","W0420",0.0433,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.054,"W0420.24hr",0.055,-0.001,-0.023094688221709,"SAN30-01","Native","SAN"
"A09","W0420",0.0433,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0538,"W0420.24hr",0.055,-0.0012,-0.0277136258660508,"SAN30-01","Native","SAN"
"A10","W0077",0.0387,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0528,"W0077.24hr",0.0443,0.0085,0.219638242894057,"DEB30","Native","DEB"
"A11","W0077",0.0387,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0551,"W0077.24hr",0.0443,0.0108,0.279069767441861,"DEB30","Native","DEB"
"A12","W0077",0.0387,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0532,"W0077.24hr",0.0443,0.0089,0.229974160206718,"DEB30","Native","DEB"
"B01","W0421",0.035,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.055,"W0421.24hr",0.0448,0.0102,0.291428571428571,"PI459130","Native","Tur"
"B02","W0421",0.035,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0539,"W0421.24hr",0.0448,0.0091,0.26,"PI459130","Native","Tur"
"B03","W0421",0.035,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0551,"W0421.24hr",0.0448,0.0103,0.294285714285714,"PI459130","Native","Tur"
"B04","W0078",0.0144,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0766,"W0078.24hr",0.0442,0.0324,2.25,"PI404795","Invasive","Uru"
"B05","W0078",0.0144,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0766,"W0078.24hr",0.0442,0.0324,2.25,"PI404795","Invasive","Uru"
"B06","W0078",0.0144,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0765,"W0078.24hr",0.0442,0.0323,2.24305555555556,"PI404795","Invasive","Uru"
"B07","W0422",0.0278,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0678,"WO422.24hr",0.0452,0.0226,0.81294964028777,"MUSs2-06","Native","MUS"
"B08","W0422",0.0278,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0687,"WO422.24hr",0.0452,0.0235,0.845323741007194,"MUSs2-06","Native","MUS"
"B09","W0422",0.0278,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.071,"WO422.24hr",0.0452,0.0258,0.928057553956834,"MUSs2-06","Native","MUS"
"B10","W0079",0.0417,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0707,"W0079.24hr",0.045,0.0257,0.616306954436451,"LDSc3-11","Native","LDS"
"B11","W0079",0.0417,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0727,"W0079.24hr",0.045,0.0277,0.664268585131895,"LDSc3-11","Native","LDS"
"B12","W0079",0.0417,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0724,"W0079.24hr",0.045,0.0274,0.657074340527578,"LDSc3-11","Native","LDS"
"C01","W0423",0.055,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0563,"W0423.24hr",0.0455,0.0108,0.196363636363636,"HIG13-02","Native","HIG"
"C02","W0423",0.055,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0609,"W0423.24hr",0.0455,0.0154,0.28,"HIG13-02","Native","HIG"
"C03","W0423",0.055,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0596,"W0423.24hr",0.0455,0.0141,0.256363636363636,"HIG13-02","Native","HIG"
"C04","W0424",0.0213,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0653,"W0424.24hr",0.0461,0.0192,0.901408450704225,"LDSc3-13","Native","LDS"
"C05","W0424",0.0213,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0674,"W0424.24hr",0.0461,0.0213,1,"LDSc3-13","Native","LDS"
"C06","W0424",0.0213,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0669,"W0424.24hr",0.0461,0.0208,0.976525821596244,"LDSc3-13","Native","LDS"
"C07","W0081",0.0118,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0606,"W0081.24hr",0.057,0.0036,0.305084745762712,"W65316","Native","Leb"
"C08","W0081",0.0118,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0582,"W0081.24hr",0.057,0.0012,0.101694915254237,"W65316","Native","Leb"
"C09","W0081",0.0118,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.065,"W0081.24hr",0.057,0.008,0.677966101694915,"W65316","Native","Leb"
"C10","W0080",0.0169,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0677,"W0080.24hr",0.0632,0.00449999999999999,0.266272189349112,"NARc3-04","Native","NAR"
"C11","W0080",0.0169,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0735,"W0080.24hr",0.0632,0.0103,0.609467455621301,"NARc3-04","Native","NAR"
"C12","W0080",0.0169,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0749,"W0080.24hr",0.0632,0.0117,0.692307692307692,"NARc3-04","Native","NAR"
"D01","W0425",0.0337,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0688,"W0425.24hr",0.0459,0.0229,0.679525222551929,"NARc3-05","Native","NAR"
"D02","W0425",0.0337,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0732,"W0425.24hr",0.0459,0.0273,0.810089020771513,"NARc3-05","Native","NAR"
"D03","W0425",0.0337,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0714,"W0425.24hr",0.0459,0.0255,0.756676557863502,"NARc3-05","Native","NAR"
"D04","W0082",0.0057,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0744,"W0082.24hr",0.0441,0.0303,5.31578947368421,"SAN28-02","Native","SAN"
"D05","W0082",0.0057,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0741,"W0082.24hr",0.0441,0.03,5.26315789473684,"SAN28-02","Native","SAN"
"D06","W0082",0.0057,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0738,"W0082.24hr",0.0441,0.0297,5.21052631578947,"SAN28-02","Native","SAN"
"D07","W0426",0.0278,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0733,"W0426.24hr",0.045,0.0283,1.01798561151079,"DEB32","Native","DEB"
"D08","W0426",0.0278,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0748,"W0426.24hr",0.045,0.0298,1.07194244604317,"DEB32","Native","DEB"
"D09","W0426",0.0278,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.073,"W0426.24hr",0.045,0.028,1.00719424460432,"DEB32","Native","DEB"
"D10","W0083",0.0257,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0713,"W0083.24hr",0.0452,0.0261,1.01556420233463,"MUSs2-04","Native","MUS"
"D11","W0083",0.0257,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0724,"W0083.24hr",0.0452,0.0272,1.05836575875486,"MUSs2-04","Native","MUS"
"D12","W0083",0.0257,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0702,"W0083.24hr",0.0452,0.025,0.972762645914397,"MUSs2-04","Native","MUS"
"E01","W0427",0.0098,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0649,"WO427.24hr",0.044,0.0209,2.13265306122449,"W65323","Native","Fra"
"E02","W0427",0.0098,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.067,"WO427.24hr",0.044,0.023,2.3469387755102,"W65323","Native","Fra"
"E03","W0427",0.0098,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0637,"WO427.24hr",0.044,0.0197,2.01020408163265,"W65323","Native","Fra"
"E04","W0084",0.0291,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0734,"W0084.24hr",0.0462,0.0272,0.934707903780069,"CDCc2-06-01","Native","CDC"
"E05","W0084",0.0291,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.074,"W0084.24hr",0.0462,0.0278,0.9553264604811,"CDCc2-06-01","Native","CDC"
"E06","W0084",0.0291,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.075,"W0084.24hr",0.0462,0.0288,0.989690721649484,"CDCc2-06-01","Native","CDC"
"E07","W0085",0.0309,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0721,"W0085.24hr",0.0444,0.0277,0.896440129449838,"HIG12-03","Native","HIG"
"E08","W0085",0.0309,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0722,"W0085.24hr",0.0444,0.0278,0.899676375404531,"HIG12-03","Native","HIG"
"E09","W0085",0.0309,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0731,"W0085.24hr",0.0444,0.0287,0.928802588996764,"HIG12-03","Native","HIG"
"E10","W0475",0.0289,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0672,"WO475.24hr",0.0451,0.0221,0.764705882352941,"W65326","Native","Fra2"
"E11","W0475",0.0289,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0666,"WO475.24hr",0.0451,0.0215,0.743944636678201,"W65326","Native","Fra2"
"E12","W0475",0.0289,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0686,"WO475.24hr",0.0451,0.0235,0.813148788927335,"W65326","Native","Fra2"
"F01","W0476",0.0334,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0777,"WO476.24hr",0.0467,0.031,0.928143712574851,"DEB32-02","Native","DEB"
"F02","W0476",0.0334,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0778,"WO476.24hr",0.0467,0.0311,0.931137724550898,"DEB32-02","Native","DEB"
"F03","W0476",0.0334,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0782,"WO476.24hr",0.0467,0.0315,0.94311377245509,"DEB32-02","Native","DEB"
"F04","W0113",0.025,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0784,"W0113.24hr",0.0448,0.0336,1.344,"SAN31-02","Native","SAN"
"F05","W0113",0.025,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.078,"W0113.24hr",0.0448,0.0332,1.328,"SAN31-02","Native","SAN"
"F06","W0113",0.025,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0775,"W0113.24hr",0.0448,0.0327,1.308,"SAN31-02","Native","SAN"
"F07","W0477",0.0342,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.065,"W0477.24hr",0.0446,0.0204,0.596491228070175,"NARc3-07","Native","NAR"
"F08","W0477",0.0342,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0668,"W0477.24hr",0.0446,0.0222,0.649122807017544,"NARc3-07","Native","NAR"
"F09","W0477",0.0342,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0628,"W0477.24hr",0.0446,0.0182,0.532163742690058,"NARc3-07","Native","NAR"
"F10","W0114",0.0226,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0639,"W0114.24hr",0.0442,0.0197,0.871681415929203,"W65327","Native","Fra_cor"
"F11","W0114",0.0226,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.064,"W0114.24hr",0.0442,0.0198,0.876106194690266,"W65327","Native","Fra_cor"
"F12","W0114",0.0226,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0674,"W0114.24hr",0.0442,0.0232,1.02654867256637,"W65327","Native","Fra_cor"
"G01","W0478",0.0621,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0678,"W0478.24hr",0.0439,0.0239,0.384863123993559,"SAN31-01","Native","SAN"
"G02","W0478",0.0621,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.069,"W0478.24hr",0.0439,0.0251,0.404186795491143,"SAN31-01","Native","SAN"
"G03","W0478",0.0621,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0689,"W0478.24hr",0.0439,0.025,0.402576489533011,"SAN31-01","Native","SAN"
"G04","W0115",0.0433,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0864,"W0115.24hr",0.0467,0.0397,0.916859122401848,"MUSs2-09","Native","MUS"
"G05","W0115",0.0433,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0873,"W0115.24hr",0.0467,0.0406,0.937644341801386,"MUSs2-09","Native","MUS"
"G06","W0115",0.0433,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0867,"W0115.24hr",0.0467,0.04,0.92378752886836,"MUSs2-09","Native","MUS"
"G07","W0479",0.0405,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0672,"WO479.24hr",0.0439,0.0233,0.575308641975309,"CDCc2-09","Native","CDC"
"G08","W0479",0.0405,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0694,"WO479.24hr",0.0439,0.0255,0.62962962962963,"CDCc2-09","Native","CDC"
"G09","W0479",0.0405,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0651,"WO479.24hr",0.0439,0.0212,0.523456790123457,"CDCc2-09","Native","CDC"
"G10","W0480",0.0497,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0809,"W0480.24hr",0.0453,0.0356,0.716297786720322,"HIG15-02","Native","HIG"
"G11","W0480",0.0497,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0813,"W0480.24hr",0.0453,0.036,0.724346076458752,"HIG15-02","Native","HIG"
"G12","W0480",0.0497,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0813,"W0480.24hr",0.0453,0.036,0.724346076458752,"HIG15-02","Native","HIG"
"H01","W0116",0.031,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0714,"W0116.24hr",0.0453,0.0261,0.841935483870968,"NARc3-08","Native","NAR"
"H02","W0116",0.031,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0715,"W0116.24hr",0.0453,0.0262,0.84516129032258,"NARc3-08","Native","NAR"
"H03","W0116",0.031,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0714,"W0116.24hr",0.0453,0.0261,0.841935483870968,"NARc3-08","Native","NAR"
"H04","W0117",0.0368,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0774,"W0117.24hr",0.0467,0.0307,0.834239130434783,"HIG16-01","Native","HIG"
"H05","W0117",0.0368,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0762,"W0117.24hr",0.0467,0.0295,0.801630434782609,"HIG16-01","Native","HIG"
"H06","W0117",0.0368,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0775,"W0117.24hr",0.0467,0.0308,0.83695652173913,"HIG16-01","Native","HIG"
"H07","W0118",0.0247,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0638,"W0118.24hr",0.0454,0.0184,0.74493927125506,"CDCc2-13","Native","CDC"
"H08","W0118",0.0247,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0671,"W0118.24hr",0.0454,0.0217,0.878542510121458,"CDCc2-13","Native","CDC"
"H09","W0118",0.0247,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0643,"W0118.24hr",0.0454,0.0189,0.765182186234818,"CDCc2-13","Native","CDC"
"H10","W0119",0.0047,1,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0775,"W0119.24hr",0.047,0.0305,6.48936170212766,"PI478440","Native","Bol"
"H11","W0119",0.0047,2,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0775,"W0119.24hr",0.047,0.0305,6.48936170212766,"PI478440","Native","Bol"
"H12","W0119",0.0047,3,24,"24hr","Plate1.csv","Plate1","PPO_24hr_plate1_7-21-17",0.0767,"W0119.24hr",0.047,0.0297,6.31914893617021,"PI478440","Native","Bol"
"A01","W0120",0.0232,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0739,"W0120.24hr",0.045,0.0289,1.24568965517241,"MUSs2-01","Native","MUS"
"A02","W0120",0.0232,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0734,"W0120.24hr",0.045,0.0284,1.22413793103448,"MUSs2-01","Native","MUS"
"A03","W0120",0.0232,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0741,"W0120.24hr",0.045,0.0291,1.25431034482759,"MUSs2-01","Native","MUS"
"A04","W0513",0.0147,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.071,"W0513.24hr",0.0445,0.0265,1.80272108843537,"CDCc2-06-02","Native","CDC"
"A05","W0513",0.0147,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0706,"W0513.24hr",0.0445,0.0261,1.77551020408163,"CDCc2-06-02","Native","CDC"
"A06","W0513",0.0147,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0716,"W0513.24hr",0.0445,0.0271,1.84353741496599,"CDCc2-06-02","Native","CDC"
"A07","W0121",0.0156,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0747,"W0121.24hr",0.0451,0.0296,1.8974358974359,"DEB28-02","Native","DEB"
"A08","W0121",0.0156,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0726,"W0121.24hr",0.0451,0.0275,1.76282051282051,"DEB28-02","Native","DEB"
"A09","W0121",0.0156,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0753,"W0121.24hr",0.0451,0.0302,1.93589743589744,"DEB28-02","Native","DEB"
"A10","W0122",0.0158,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0749,"W0122.24hr",0.0463,0.0286,1.81012658227848,"LIS20","Native","LIS"
"A11","W0122",0.0158,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0747,"W0122.24hr",0.0463,0.0284,1.79746835443038,"LIS20","Native","LIS"
"A12","W0122",0.0158,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0756,"W0122.24hr",0.0463,0.0293,1.85443037974684,"LIS20","Native","LIS"
"B01","W0514",0.0158,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.075,"W0514.24hr",0.0441,0.0309,1.95569620253165,"HIG13-01","Native","HIG"
"B02","W0514",0.0158,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0756,"W0514.24hr",0.0441,0.0315,1.99367088607595,"HIG13-01","Native","HIG"
"B03","W0514",0.0158,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0745,"W0514.24hr",0.0441,0.0304,1.92405063291139,"HIG13-01","Native","HIG"
"B04","W0123",0.0278,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0668,"W0123.24hr",0.0462,0.0206,0.741007194244604,"HIG11-02","Native","HIG"
"B05","W0123",0.0278,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.07,"W0123.24hr",0.0462,0.0238,0.856115107913669,"HIG11-02","Native","HIG"
"B06","W0123",0.0278,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0659,"W0123.24hr",0.0462,0.0197,0.70863309352518,"HIG11-02","Native","HIG"
"B07","W0515",0.0162,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0737,"W0515.24hr",0.0445,0.0292,1.80246913580247,"NARc3-05","Native","NAR"
"B08","W0515",0.0162,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0752,"W0515.24hr",0.0445,0.0307,1.89506172839506,"NARc3-05","Native","NAR"
"B09","W0515",0.0162,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0737,"W0515.24hr",0.0445,0.0292,1.80246913580247,"NARc3-05","Native","NAR"
"B10","W0124",0.0561,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0732,"W0124.24hr",0.0457,0.0275,0.490196078431373,"NARc3-02","Native","NAR"
"B11","W0124",0.0561,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0712,"W0124.24hr",0.0457,0.0255,0.454545454545455,"NARc3-02","Native","NAR"
"B12","W0124",0.0561,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0719,"W0124.24hr",0.0457,0.0262,0.467023172905526,"NARc3-02","Native","NAR"
"C01","W0516",0.0226,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.068,"W0516.24hr",0.0462,0.0218,0.964601769911505,"DEB31","Native","DEB"
"C02","W0516",0.0226,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0712,"W0516.24hr",0.0462,0.025,1.10619469026549,"DEB31","Native","DEB"
"C03","W0516",0.0226,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0675,"W0516.24hr",0.0462,0.0213,0.942477876106195,"DEB31","Native","DEB"
