"Well","Sample","Weight","Replicate","Time","Hour","PCheck","Plate","fileName","values","MatchValue","CtrlVal","ABStrt_ABSctr","AbsFreshWeight","Genotype","Range","Site"
"D03","W0130",0.0258,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0501,"W0130.0hr",0.0438,0.0063,0.244186046511628,"ARC26","Invasive","ARC"
"D04","W0132",0.0376,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0512,"W0132.0hr",0.0439,0.0073,0.194148936170213,"CDCc2-04","Native","CDC"
"D05","W0132",0.0376,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0511,"W0132.0hr",0.0439,0.0072,0.191489361702128,"CDCc2-04","Native","CDC"
"D06","W0132",0.0376,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0527,"W0132.0hr",0.0439,0.0088,0.234042553191489,"CDCc2-04","Native","CDC"
"D07","W0520",0.0239,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0611,"W0520.0hr",0.044,0.0171,0.715481171548117,"PI458758","Invasive","Chi"
"D08","W0520",0.0239,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0595,"W0520.0hr",0.044,0.0155,0.648535564853556,"PI458758","Invasive","Chi"
"D09","W0520",0.0239,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0591,"W0520.0hr",0.044,0.0151,0.631799163179916,"PI458758","Invasive","Chi"
"D10","W0134",0.043,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0687,"W0134.0hr",0.0447,0.024,0.558139534883721,"NARc2-01","Native","NAR"
"D11","W0134",0.043,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0717,"W0134.0hr",0.0447,0.027,0.627906976744186,"NARc2-01","Native","NAR"
"D12","W0134",0.043,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0712,"W0134.0hr",0.0447,0.0265,0.616279069767442,"NARc2-01","Native","NAR"
"E01","W0135",0.0274,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0923,"W0135.0hr",0.0484,0.0439,1.6021897810219,"HUE19","Native","HUE"
"E02","W0135",0.0274,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0924,"W0135.0hr",0.0484,0.044,1.60583941605839,"HUE19","Native","HUE"
"E03","W0135",0.0274,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0926,"W0135.0hr",0.0484,0.0442,1.61313868613139,"HUE19","Native","HUE"
"E04","W0522",0.0231,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0605,"W0522.0hr",0.0443,0.0162,0.701298701298701,"W65319","Native","Gre"
"E05","W0522",0.0231,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.062,"W0522.0hr",0.0443,0.0177,0.766233766233766,"W65319","Native","Gre"
"E06","W0522",0.0231,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0695,"W0522.0hr",0.0443,0.0252,1.09090909090909,"W65319","Native","Gre"
"E07","W0137",0.0302,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0799,"W0137.0hr",0.0445,0.0354,1.17218543046358,"FUSF5","Native","FUS"
"E08","W0137",0.0302,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0796,"W0137.0hr",0.0445,0.0351,1.16225165562914,"FUSF5","Native","FUS"
"E09","W0137",0.0302,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0802,"W0137.0hr",0.0445,0.0357,1.18211920529801,"FUSF5","Native","FUS"
"E10","W0138",0.0204,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0898,"W0138.0hr",0.0453,0.0445,2.18137254901961,"LDSc3-04","Native","LDS"
"E11","W0138",0.0204,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0871,"W0138.0hr",0.0453,0.0418,2.04901960784314,"LDSc3-04","Native","LDS"
"E12","W0138",0.0204,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0862,"W0138.0hr",0.0453,0.0409,2.00490196078431,"LDSc3-04","Native","LDS"
"F01","W0600",0.019,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0962,"W0600.0hr",0.0539,0.0423,2.22631578947368,"NARc3-03","Native","NAR"
"F02","W0600",0.019,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0967,"W0600.0hr",0.0539,0.0428,2.25263157894737,"NARc3-03","Native","NAR"
"F03","W0600",0.019,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.1014,"W0600.0hr",0.0539,0.0475,2.5,"NARc3-03","Native","NAR"
"F04","W0140",0.0544,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0886,"W0140.0hr",0.0479,0.0407,0.748161764705882,"HIG10-02","Native","HIG"
"F05","W0140",0.0544,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0856,"W0140.0hr",0.0479,0.0377,0.693014705882353,"HIG10-02","Native","HIG"
"F06","W0140",0.0544,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0905,"W0140.0hr",0.0479,0.0426,0.783088235294118,"HIG10-02","Native","HIG"
"F07","W0601",0.031,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0563,"W0601.0hr",0.0444,0.0119,0.383870967741936,"DEB28-03","Native","DEB"
"F08","W0601",0.031,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0573,"W0601.0hr",0.0444,0.0129,0.416129032258064,"DEB28-03","Native","DEB"
"F09","W0601",0.031,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0567,"W0601.0hr",0.0444,0.0123,0.396774193548387,"DEB28-03","Native","DEB"
"F10","W0142",8e-04,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0514,"W0142.0hr",0.0439,0.0075,9.375,"CAM20","Native","CAM"
"F11","W0142",8e-04,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0512,"W0142.0hr",0.0439,0.0073,9.125,"CAM20","Native","CAM"
"F12","W0142",8e-04,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0533,"W0142.0hr",0.0439,0.0094,11.75,"CAM20","Native","CAM"
"G01","W0603",0.0102,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0527,"W0603.0hr",0.044,0.0087,0.852941176470588,"ARC27","Invasive","ARC"
"G02","W0603",0.0102,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0529,"W0603.0hr",0.044,0.00890000000000001,0.872549019607844,"ARC27","Invasive","ARC"
"G03","W0603",0.0102,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0524,"W0603.0hr",0.044,0.0084,0.823529411764706,"ARC27","Invasive","ARC"
"G04","W0143",0.0153,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0506,"W0143.0hr",0.0444,0.0062,0.405228758169934,"PI368951","Invasive","Chile3"
"G05","W0143",0.0153,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0509,"W0143.0hr",0.0444,0.0065,0.424836601307189,"PI368951","Invasive","Chile3"
"G06","W0143",0.0153,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0511,"W0143.0hr",0.0444,0.0067,0.437908496732026,"PI368951","Invasive","Chile3"
"G07","W0144",0.0061,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0514,"W0144.0hr",0.0435,0.0079,1.29508196721312,"AZN19","Native","AZN"
"G08","W0144",0.0061,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0514,"W0144.0hr",0.0435,0.0079,1.29508196721312,"AZN19","Native","AZN"
"G09","W0144",0.0061,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0511,"W0144.0hr",0.0435,0.0076,1.24590163934426,"AZN19","Native","AZN"
"G10","W0604",0.0038,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0514,"W0604.0hr",0.0435,0.0079,2.07894736842105,"MUSs2-02","Native","MUS"
"G11","W0604",0.0038,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0514,"W0604.0hr",0.0435,0.0079,2.07894736842105,"MUSs2-02","Native","MUS"
"G12","W0604",0.0038,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.052,"W0604.0hr",0.0435,0.0085,2.23684210526316,"MUSs2-02","Native","MUS"
"H01","W0145",0.02,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0698,"W0145.0hr",0.0437,0.0261,1.305,"SAN20-03","Native","SAN"
"H02","W0145",0.02,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0658,"W0145.0hr",0.0437,0.0221,1.105,"SAN20-03","Native","SAN"
"H03","W0145",0.02,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0701,"W0145.0hr",0.0437,0.0264,1.32,"SAN20-03","Native","SAN"
"H04","W0605",0.026,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.051,"W0605.0hr",0.0435,0.0075,0.288461538461538,"LDSc3-09","Native","LDS"
"H05","W0605",0.026,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0517,"W0605.0hr",0.0435,0.00820000000000001,0.315384615384616,"LDSc3-09","Native","LDS"
"H06","W0605",0.026,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0517,"W0605.0hr",0.0435,0.00820000000000001,0.315384615384616,"LDSc3-09","Native","LDS"
"H07","W0146",0.019,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0536,"W0146.0hr",0.0463,0.0073,0.38421052631579,"ARC25-01","Invasive","ARC"
"H08","W0146",0.019,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0547,"W0146.0hr",0.0463,0.0084,0.442105263157895,"ARC25-01","Invasive","ARC"
"H09","W0146",0.019,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0525,"W0146.0hr",0.0463,0.0062,0.326315789473684,"ARC25-01","Invasive","ARC"
"H10","W0606",0.0555,1,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0731,"W0606.0hr",0.0453,0.0278,0.500900900900901,"LIS21","Native","LIS"
"H11","W0606",0.0555,2,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0688,"W0606.0hr",0.0453,0.0235,0.423423423423423,"LIS21","Native","LIS"
"H12","W0606",0.0555,3,0,"0hr","Plate2.csv","Plate2","PPO_0hr_plate2_7-21-17",0.0716,"W0606.0hr",0.0453,0.0263,0.473873873873874,"LIS21","Native","LIS"
"A01","W0148",0.0292,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0541,"W0148.0hr",0.0447,0.00940000000000001,0.321917808219178,"W64614","Native","Leb2"
"A02","W0148",0.0292,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0551,"W0148.0hr",0.0447,0.0104,0.356164383561644,"W64614","Native","Leb2"
"A03","W0148",0.0292,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0539,"W0148.0hr",0.0447,0.00920000000000001,0.315068493150685,"W64614","Native","Leb2"
"A04","W0149",0.0339,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0728,"W0149.0hr",0.0446,0.0282,0.831858407079646,"CRG20","Native","CRG"
"A05","W0149",0.0339,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0704,"W0149.0hr",0.0446,0.0258,0.761061946902655,"CRG20","Native","CRG"
"A06","W0149",0.0339,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0721,"W0149.0hr",0.0446,0.0275,0.811209439528023,"CRG20","Native","CRG"
"A07","W0607",0.0175,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0531,"W0607.0hr",0.0447,0.0084,0.48,"MEL30","Invasive","MEL"
"A08","W0607",0.0175,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0515,"W0607.0hr",0.0447,0.0068,0.388571428571429,"MEL30","Invasive","MEL"
"A09","W0607",0.0175,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0767,"W0607.0hr",0.0447,0.032,1.82857142857143,"MEL30","Invasive","MEL"
"A10","W0608",0.0149,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0621,"W0608.0hr",0.0445,0.0176,1.18120805369128,"PI368959","Invasive","Chile"
"A11","W0608",0.0149,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0644,"W0608.0hr",0.0445,0.0199,1.33557046979866,"PI368959","Invasive","Chile"
"A12","W0608",0.0149,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0616,"W0608.0hr",0.0445,0.0171,1.14765100671141,"PI368959","Invasive","Chile"
"B01","W0152",0.031,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0732,"W0152.0hr",0.045,0.0282,0.909677419354839,"DEB27","Native","DEB"
"B02","W0152",0.031,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.074,"W0152.0hr",0.045,0.029,0.935483870967742,"DEB27","Native","DEB"
"B03","W0152",0.031,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0742,"W0152.0hr",0.045,0.0292,0.941935483870968,"DEB27","Native","DEB"
"B04","W0153",0.0244,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0629,"W0153.0hr",0.0448,0.0181,0.741803278688524,"DCR19","Invasive","DCR"
"B05","W0153",0.0244,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.069,"W0153.0hr",0.0448,0.0242,0.991803278688525,"DCR19","Invasive","DCR"
"B06","W0153",0.0244,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0665,"W0153.0hr",0.0448,0.0217,0.889344262295082,"DCR19","Invasive","DCR"
"B07","W0609",0.0353,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0507,"W0609.0hr",0.0445,0.0062,0.175637393767706,"CDCc2-04","Native","CDC"
"B08","W0609",0.0353,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.1694,"W0609.0hr",0.0445,0.1249,3.53824362606232,"CDCc2-04","Native","CDC"
"B09","W0609",0.0353,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0505,"W0609.0hr",0.0445,0.00600000000000001,0.169971671388102,"CDCc2-04","Native","CDC"
"B10","W0154",0.0271,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0537,"W0154.0hr",0.044,0.0097,0.357933579335793,"LIS18","Native","LIS"
"B11","W0154",0.0271,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0535,"W0154.0hr",0.044,0.0095,0.350553505535055,"LIS18","Native","LIS"
"B12","W0154",0.0271,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0538,"W0154.0hr",0.044,0.0098,0.361623616236163,"LIS18","Native","LIS"
"C01","W0610",0.0118,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0504,"W0610.0hr",0.0453,0.0051,0.432203389830508,"BHI33-22","Invasive","BHI"
"C02","W0610",0.0118,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0508,"W0610.0hr",0.0453,0.0055,0.466101694915254,"BHI33-22","Invasive","BHI"
"C03","W0610",0.0118,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0519,"W0610.0hr",0.0453,0.0066,0.559322033898305,"BHI33-22","Invasive","BHI"
"C04","W0155",0.0355,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0504,"W0155.0hr",0.0435,0.0069,0.194366197183099,"MLR20","Invasive","MLR"
"C05","W0155",0.0355,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0503,"W0155.0hr",0.0435,0.0068,0.191549295774648,"MLR20","Invasive","MLR"
"C06","W0155",0.0355,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0504,"W0155.0hr",0.0435,0.0069,0.194366197183099,"MLR20","Invasive","MLR"
"C07","W0156",0.038,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0497,"W0156.0hr",0.045,0.0047,0.123684210526316,"BHI33-19","Invasive","BHI"
"C08","W0156",0.038,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0505,"W0156.0hr",0.045,0.0055,0.144736842105263,"BHI33-19","Invasive","BHI"
"C09","W0156",0.038,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0505,"W0156.0hr",0.045,0.0055,0.144736842105263,"BHI33-19","Invasive","BHI"
"C10","W0611",0.0088,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.051,"W0611.0hr",0.044,0.007,0.795454545454545,"SAN27-01","Native","SAN"
"C11","W0611",0.0088,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0504,"W0611.0hr",0.044,0.0064,0.727272727272728,"SAN27-01","Native","SAN"
"C12","W0611",0.0088,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0505,"W0611.0hr",0.044,0.00650000000000001,0.738636363636364,"SAN27-01","Native","SAN"
"D01","W0157",0.0161,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0527,"W0157.0hr",0.0442,0.00849999999999999,0.527950310559006,"MUSs1-15","Native","MUS"
"D02","W0157",0.0161,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0522,"W0157.0hr",0.0442,0.008,0.496894409937888,"MUSs1-15","Native","MUS"
"D03","W0157",0.0161,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0526,"W0157.0hr",0.0442,0.0084,0.521739130434782,"MUSs1-15","Native","MUS"
"D04","W0613",0.0076,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.052,"W0613.0hr",0.0441,0.0079,1.03947368421053,"HIG12-01","Native","HIG"
"D05","W0613",0.0076,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0519,"W0613.0hr",0.0441,0.0078,1.02631578947368,"HIG12-01","Native","HIG"
"D06","W0613",0.0076,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0515,"W0613.0hr",0.0441,0.0074,0.973684210526315,"HIG12-01","Native","HIG"
"D07","W0158",0.0303,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0875,"W0158.0hr",0.0449,0.0426,1.40594059405941,"SAN28-01","Native","SAN"
"D08","W0158",0.0303,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0864,"W0158.0hr",0.0449,0.0415,1.36963696369637,"SAN28-01","Native","SAN"
"D09","W0158",0.0303,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.087,"W0158.0hr",0.0449,0.0421,1.38943894389439,"SAN28-01","Native","SAN"
"D10","W0160",0.0173,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0721,"W0160.0hr",0.0455,0.0266,1.53757225433526,"PI404356","Invasive","Brazil"
"D11","W0160",0.0173,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0732,"W0160.0hr",0.0455,0.0277,1.60115606936416,"PI404356","Invasive","Brazil"
"D12","W0160",0.0173,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0713,"W0160.0hr",0.0455,0.0258,1.49132947976879,"PI404356","Invasive","Brazil"
"E01","W0747",0.0073,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0602,"W0747.0hr",0.0452,0.015,2.05479452054794,"CRG18","Native","CRG"
"E02","W0747",0.0073,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.06,"W0747.0hr",0.0452,0.0148,2.02739726027397,"CRG18","Native","CRG"
"E03","W0747",0.0073,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0594,"W0747.0hr",0.0452,0.0142,1.94520547945206,"CRG18","Native","CRG"
"E04","W0161",0.0406,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0589,"W0161.0hr",0.0451,0.0138,0.339901477832512,"LDSc3-10","Native","LDS"
"E05","W0161",0.0406,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0576,"W0161.0hr",0.0451,0.0125,0.307881773399015,"LDSc3-10","Native","LDS"
"E06","W0161",0.0406,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0612,"W0161.0hr",0.0451,0.0161,0.396551724137931,"LDSc3-10","Native","LDS"
"E07","W0162",0.0465,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0672,"W0162.0hr",0.0437,0.0235,0.505376344086021,"DEB28-04","Native","DEB"
"E08","W0162",0.0465,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0758,"W0162.0hr",0.0437,0.0321,0.690322580645161,"DEB28-04","Native","DEB"
"E09","W0162",0.0465,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0701,"W0162.0hr",0.0437,0.0264,0.567741935483871,"DEB28-04","Native","DEB"
"E10","W0748",0.0168,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0743,"W0748.0hr",0.0465,0.0278,1.65476190476191,"LIS17","Native","LIS"
"E11","W0748",0.0168,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0699,"W0748.0hr",0.0465,0.0234,1.39285714285714,"LIS17","Native","LIS"
"E12","W0748",0.0168,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0755,"W0748.0hr",0.0465,0.029,1.72619047619048,"LIS17","Native","LIS"
"F01","W0163",0.0228,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0629,"W0163.0hr",0.0464,0.0165,0.723684210526316,"LIS22","Native","LIS"
"F02","W0163",0.0228,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0658,"W0163.0hr",0.0464,0.0194,0.850877192982456,"LIS22","Native","LIS"
"F03","W0163",0.0228,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0609,"W0163.0hr",0.0464,0.0145,0.635964912280702,"LIS22","Native","LIS"
"F04","W0749",0.0354,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0831,"W0749.0hr",0.0464,0.0367,1.03672316384181,"HIG10-01","Native","HIG"
"F05","W0749",0.0354,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0849,"W0749.0hr",0.0464,0.0385,1.08757062146893,"HIG10-01","Native","HIG"
"F06","W0749",0.0354,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0839,"W0749.0hr",0.0464,0.0375,1.05932203389831,"HIG10-01","Native","HIG"
"F07","W0165",0.0382,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0509,"W0165.0hr",0.0439,0.007,0.183246073298429,"CDCc2-05","Native","CDC"
"F08","W0165",0.0382,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0509,"W0165.0hr",0.0439,0.007,0.183246073298429,"CDCc2-05","Native","CDC"
"F09","W0165",0.0382,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0511,"W0165.0hr",0.0439,0.0072,0.18848167539267,"CDCc2-05","Native","CDC"
"F10","W0750",0.0264,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0543,"W0750.0hr",0.0442,0.0101,0.382575757575758,"CDCc2-01","Native","CDC"
"F11","W0750",0.0264,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0542,"W0750.0hr",0.0442,0.01,0.378787878787879,"CDCc2-01","Native","CDC"
"F12","W0750",0.0264,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.056,"W0750.0hr",0.0442,0.0118,0.446969696969697,"CDCc2-01","Native","CDC"
"G01","W0166",0.0377,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0554,"W0166.0hr",0.0448,0.0106,0.281167108753316,"HIG12-02","Native","HIG"
"G02","W0166",0.0377,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0503,"W0166.0hr",0.0448,0.0055,0.145888594164456,"HIG12-02","Native","HIG"
"G03","W0166",0.0377,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0504,"W0166.0hr",0.0448,0.0056,0.148541114058355,"HIG12-02","Native","HIG"
"G04","W0751",0.0195,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0508,"W0751.0hr",0.0442,0.00659999999999999,0.338461538461538,"SAN20-02","Native","SAN"
"G05","W0751",0.0195,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0513,"W0751.0hr",0.0442,0.0071,0.364102564102564,"SAN20-02","Native","SAN"
"G06","W0751",0.0195,3,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0689,"W0751.0hr",0.0442,0.0247,1.26666666666667,"SAN20-02","Native","SAN"
"G07","W0167",0.0282,1,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0516,"W0167.0hr",0.0466,0.005,0.177304964539007,"ARC28","Invasive","ARC"
"G08","W0167",0.0282,2,0,"0hr","Plate3.csv","Plate3","PPO_0hr_plate3_7-21-17",0.0506,"W0167.0hr",0.0466,0.004,0.141843971631206,"ARC28","Invasive","ARC"
