"Well","Sample","Weight","Replicate","Time","Hour","PCheck","Plate","fileName","values","MatchValue","CtrlVal","ABStrt_ABSctr","AbsFreshWeight","Genotype","Range","Site"
"D08","W0520",0.0239,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0554,"W0520.0hr",0.0427,0.0127,0.531380753138075,"PI458758","Invasive","Chi"
"D09","W0520",0.0239,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0503,"W0520.0hr",0.0427,0.0076,0.317991631799163,"PI458758","Invasive","Chi"
"D10","W0134",0.043,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0781,"W0134.0hr",0.0429,0.0352,0.818604651162791,"NARc2-01","Native","NAR"
"D11","W0134",0.043,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0801,"W0134.0hr",0.0429,0.0372,0.865116279069768,"NARc2-01","Native","NAR"
"D12","W0134",0.043,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0757,"W0134.0hr",0.0429,0.0328,0.762790697674419,"NARc2-01","Native","NAR"
"E01","W0135",0.0274,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1345,"W0135.0hr",0.0495,0.085,3.1021897810219,"HUE19","Native","HUE"
"E02","W0135",0.0274,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.149,"W0135.0hr",0.0495,0.0995,3.63138686131387,"HUE19","Native","HUE"
"E03","W0135",0.0274,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1358,"W0135.0hr",0.0495,0.0863,3.14963503649635,"HUE19","Native","HUE"
"E04","W0522",0.0231,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0767,"W0522.0hr",0.0438,0.0329,1.42424242424242,"W65319","Native","Gre"
"E05","W0522",0.0231,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0717,"W0522.0hr",0.0438,0.0279,1.20779220779221,"W65319","Native","Gre"
"E06","W0522",0.0231,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0694,"W0522.0hr",0.0438,0.0256,1.10822510822511,"W65319","Native","Gre"
"E07","W0137",0.0302,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1452,"W0137.0hr",0.0446,0.1006,3.33112582781457,"FUSF5","Native","FUS"
"E08","W0137",0.0302,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1302,"W0137.0hr",0.0446,0.0856,2.83443708609272,"FUSF5","Native","FUS"
"E09","W0137",0.0302,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1789,"W0137.0hr",0.0446,0.1343,4.44701986754967,"FUSF5","Native","FUS"
"E10","W0138",0.0204,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1553,"W0138.0hr",0.0454,0.1099,5.38725490196078,"LDSc3-04","Native","LDS"
"E11","W0138",0.0204,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1905,"W0138.0hr",0.0454,0.1451,7.11274509803922,"LDSc3-04","Native","LDS"
"E12","W0138",0.0204,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1495,"W0138.0hr",0.0454,0.1041,5.10294117647059,"LDSc3-04","Native","LDS"
"F01","W0600",0.019,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1836,"W0600.0hr",0.064,0.1196,6.29473684210526,"NARc3-03","Native","NAR"
"F02","W0600",0.019,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1576,"W0600.0hr",0.064,0.0936,4.92631578947368,"NARc3-03","Native","NAR"
"F03","W0600",0.019,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0421,"W0600.0hr",0.064,-0.0219,-1.15263157894737,"NARc3-03","Native","NAR"
"F04","W0140",0.0544,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1477,"W0140.0hr",0.0497,0.098,1.80147058823529,"HIG10-02","Native","HIG"
"F05","W0140",0.0544,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1606,"W0140.0hr",0.0497,0.1109,2.03860294117647,"HIG10-02","Native","HIG"
"F06","W0140",0.0544,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1452,"W0140.0hr",0.0497,0.0955,1.75551470588235,"HIG10-02","Native","HIG"
"F07","W0601",0.031,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.2053,"W0601.0hr",0.0446,0.1607,5.18387096774194,"DEB28-03","Native","DEB"
"F08","W0601",0.031,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.2065,"W0601.0hr",0.0446,0.1619,5.22258064516129,"DEB28-03","Native","DEB"
"F09","W0601",0.031,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1293,"W0601.0hr",0.0446,0.0847,2.73225806451613,"DEB28-03","Native","DEB"
"F10","W0142",8e-04,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0398,"W0142.0hr",0.0425,-0.0027,-3.375,"CAM20","Native","CAM"
"F11","W0142",8e-04,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0395,"W0142.0hr",0.0425,-0.003,-3.75,"CAM20","Native","CAM"
"F12","W0142",8e-04,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0401,"W0142.0hr",0.0425,-0.00240000000000001,-3.00000000000001,"CAM20","Native","CAM"
"G01","W0603",0.0102,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0392,"W0603.0hr",0.0418,-0.0026,-0.254901960784314,"ARC27","Invasive","ARC"
"G02","W0603",0.0102,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0402,"W0603.0hr",0.0418,-0.0016,-0.156862745098039,"ARC27","Invasive","ARC"
"G03","W0603",0.0102,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1526,"W0603.0hr",0.0418,0.1108,10.8627450980392,"ARC27","Invasive","ARC"
"G04","W0143",0.0153,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0403,"W0143.0hr",0.0425,-0.0022,-0.143790849673203,"PI368951","Invasive","Chile3"
"G05","W0143",0.0153,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0407,"W0143.0hr",0.0425,-0.0018,-0.11764705882353,"PI368951","Invasive","Chile3"
"G06","W0143",0.0153,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0415,"W0143.0hr",0.0425,-0.001,-0.0653594771241831,"PI368951","Invasive","Chile3"
"G07","W0144",0.0061,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0397,"W0144.0hr",0.0414,-0.0017,-0.278688524590164,"AZN19","Native","AZN"
"G08","W0144",0.0061,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0396,"W0144.0hr",0.0414,-0.0018,-0.295081967213114,"AZN19","Native","AZN"
"G09","W0144",0.0061,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0471,"W0144.0hr",0.0414,0.0057,0.934426229508197,"AZN19","Native","AZN"
"G10","W0604",0.0038,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0399,"W0604.0hr",0.0417,-0.0018,-0.473684210526317,"MUSs2-02","Native","MUS"
"G11","W0604",0.0038,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.04,"W0604.0hr",0.0417,-0.0017,-0.447368421052632,"MUSs2-02","Native","MUS"
"G12","W0604",0.0038,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0393,"W0604.0hr",0.0417,-0.0024,-0.631578947368421,"MUSs2-02","Native","MUS"
"H01","W0145",0.02,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0407,"W0145.0hr",0.0462,-0.0055,-0.275,"SAN20-03","Native","SAN"
"H02","W0145",0.02,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0406,"W0145.0hr",0.0462,-0.0056,-0.28,"SAN20-03","Native","SAN"
"H03","W0145",0.02,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0408,"W0145.0hr",0.0462,-0.0054,-0.27,"SAN20-03","Native","SAN"
"H04","W0605",0.026,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1291,"W0605.0hr",0.0419,0.0872,3.35384615384615,"LDSc3-09","Native","LDS"
"H05","W0605",0.026,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1413,"W0605.0hr",0.0419,0.0994,3.82307692307692,"LDSc3-09","Native","LDS"
"H06","W0605",0.026,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0874,"W0605.0hr",0.0419,0.0455,1.75,"LDSc3-09","Native","LDS"
"H07","W0146",0.019,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0952,"W0146.0hr",0.0466,0.0486,2.55789473684211,"ARC25-01","Invasive","ARC"
"H08","W0146",0.019,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.0994,"W0146.0hr",0.0466,0.0528,2.77894736842105,"ARC25-01","Invasive","ARC"
"H09","W0146",0.019,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1021,"W0146.0hr",0.0466,0.0555,2.92105263157895,"ARC25-01","Invasive","ARC"
"H10","W0606",0.0555,1,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1446,"W0606.0hr",0.0455,0.0991,1.78558558558559,"LIS21","Native","LIS"
"H11","W0606",0.0555,2,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.139,"W0606.0hr",0.0455,0.0935,1.68468468468469,"LIS21","Native","LIS"
"H12","W0606",0.0555,3,0,"0hr","Plate2.csv","Plate2","10POD_0hr_Plate2",0.1401,"W0606.0hr",0.0455,0.0946,1.7045045045045,"LIS21","Native","LIS"
"A01","W0148",0.0292,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0577,"W0148.0hr",0.0433,0.0144,0.493150684931507,"W64614","Native","Leb2"
"A02","W0148",0.0292,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0632,"W0148.0hr",0.0433,0.0199,0.681506849315069,"W64614","Native","Leb2"
"A03","W0148",0.0292,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0608,"W0148.0hr",0.0433,0.0175,0.599315068493151,"W64614","Native","Leb2"
"A04","W0149",0.0339,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.146,"W0149.0hr",0.0449,0.1011,2.98230088495575,"CRG20","Native","CRG"
"A05","W0149",0.0339,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1242,"W0149.0hr",0.0449,0.0793,2.33923303834808,"CRG20","Native","CRG"
"A06","W0149",0.0339,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1288,"W0149.0hr",0.0449,0.0839,2.47492625368732,"CRG20","Native","CRG"
"A07","W0607",0.0175,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.054,"W0607.0hr",0.0432,0.0108,0.617142857142857,"MEL30","Invasive","MEL"
"A08","W0607",0.0175,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0503,"W0607.0hr",0.0432,0.0071,0.405714285714285,"MEL30","Invasive","MEL"
"A09","W0607",0.0175,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0511,"W0607.0hr",0.0432,0.0079,0.451428571428571,"MEL30","Invasive","MEL"
"A10","W0608",0.0149,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0955,"W0608.0hr",0.0444,0.0511,3.42953020134228,"PI368959","Invasive","Chile"
"A11","W0608",0.0149,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.097,"W0608.0hr",0.0444,0.0526,3.53020134228188,"PI368959","Invasive","Chile"
"A12","W0608",0.0149,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0924,"W0608.0hr",0.0444,0.048,3.22147651006711,"PI368959","Invasive","Chile"
"B01","W0152",0.031,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0946,"W0152.0hr",0.0437,0.0509,1.64193548387097,"DEB27","Native","DEB"
"B02","W0152",0.031,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0933,"W0152.0hr",0.0437,0.0496,1.6,"DEB27","Native","DEB"
"B03","W0152",0.031,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1033,"W0152.0hr",0.0437,0.0596,1.92258064516129,"DEB27","Native","DEB"
"B04","W0153",0.0244,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0942,"W0153.0hr",0.0438,0.0504,2.0655737704918,"DCR19","Invasive","DCR"
"B05","W0153",0.0244,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1122,"W0153.0hr",0.0438,0.0684,2.80327868852459,"DCR19","Invasive","DCR"
"B06","W0153",0.0244,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1102,"W0153.0hr",0.0438,0.0664,2.72131147540984,"DCR19","Invasive","DCR"
"B07","W0609",0.0353,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0394,"W0609.0hr",0.0425,-0.00310000000000001,-0.0878186968838529,"CDCc2-04","Native","CDC"
"B08","W0609",0.0353,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0409,"W0609.0hr",0.0425,-0.0016,-0.0453257790368273,"CDCc2-04","Native","CDC"
"B09","W0609",0.0353,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0397,"W0609.0hr",0.0425,-0.0028,-0.0793201133144477,"CDCc2-04","Native","CDC"
"B10","W0154",0.0271,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1296,"W0154.0hr",0.0447,0.0849,3.13284132841328,"LIS18","Native","LIS"
"B11","W0154",0.0271,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1523,"W0154.0hr",0.0447,0.1076,3.97047970479705,"LIS18","Native","LIS"
"B12","W0154",0.0271,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1507,"W0154.0hr",0.0447,0.106,3.91143911439114,"LIS18","Native","LIS"
"C01","W0610",0.0118,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0414,"W0610.0hr",0.043,-0.0016,-0.135593220338983,"BHI33-22","Invasive","BHI"
"C02","W0610",0.0118,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0394,"W0610.0hr",0.043,-0.0036,-0.305084745762712,"BHI33-22","Invasive","BHI"
"C03","W0610",0.0118,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0396,"W0610.0hr",0.043,-0.00339999999999999,-0.288135593220338,"BHI33-22","Invasive","BHI"
"C04","W0155",0.0355,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0401,"W0155.0hr",0.0419,-0.0018,-0.0507042253521128,"MLR20","Invasive","MLR"
"C05","W0155",0.0355,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0155.0hr",0.0419,-0.002,-0.0563380281690141,"MLR20","Invasive","MLR"
"C06","W0155",0.0355,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0402,"W0155.0hr",0.0419,-0.0017,-0.047887323943662,"MLR20","Invasive","MLR"
"C07","W0156",0.038,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0396,"W0156.0hr",0.0513,-0.0117,-0.307894736842105,"BHI33-19","Invasive","BHI"
"C08","W0156",0.038,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0413,"W0156.0hr",0.0513,-0.01,-0.263157894736842,"BHI33-19","Invasive","BHI"
"C09","W0156",0.038,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0156.0hr",0.0513,-0.0114,-0.3,"BHI33-19","Invasive","BHI"
"C10","W0611",0.0088,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0403,"W0611.0hr",0.0443,-0.004,-0.454545454545454,"SAN27-01","Native","SAN"
"C11","W0611",0.0088,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0611.0hr",0.0443,-0.0044,-0.5,"SAN27-01","Native","SAN"
"C12","W0611",0.0088,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.04,"W0611.0hr",0.0443,-0.0043,-0.488636363636363,"SAN27-01","Native","SAN"
"D01","W0157",0.0161,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0401,"W0157.0hr",0.0466,-0.00650000000000001,-0.403726708074535,"MUSs1-15","Native","MUS"
"D02","W0157",0.0161,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0157.0hr",0.0466,-0.0067,-0.416149068322982,"MUSs1-15","Native","MUS"
"D03","W0157",0.0161,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0157.0hr",0.0466,-0.0067,-0.416149068322982,"MUSs1-15","Native","MUS"
"D04","W0613",0.0076,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.039,"W0613.0hr",0.0512,-0.0122,-1.60526315789474,"HIG12-01","Native","HIG"
"D05","W0613",0.0076,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0394,"W0613.0hr",0.0512,-0.0118,-1.55263157894737,"HIG12-01","Native","HIG"
"D06","W0613",0.0076,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0401,"W0613.0hr",0.0512,-0.0111,-1.46052631578947,"HIG12-01","Native","HIG"
"D07","W0158",0.0303,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1492,"W0158.0hr",0.0503,0.0989,3.26402640264026,"SAN28-01","Native","SAN"
"D08","W0158",0.0303,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1541,"W0158.0hr",0.0503,0.1038,3.42574257425743,"SAN28-01","Native","SAN"
"D09","W0158",0.0303,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1712,"W0158.0hr",0.0503,0.1209,3.99009900990099,"SAN28-01","Native","SAN"
"D10","W0160",0.0173,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1115,"W0160.0hr",0.0479,0.0636,3.67630057803468,"PI404356","Invasive","Brazil"
"D11","W0160",0.0173,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1144,"W0160.0hr",0.0479,0.0665,3.84393063583815,"PI404356","Invasive","Brazil"
"D12","W0160",0.0173,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1164,"W0160.0hr",0.0479,0.0685,3.95953757225434,"PI404356","Invasive","Brazil"
"E01","W0747",0.0073,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0846,"W0747.0hr",0.0473,0.0373,5.10958904109589,"CRG18","Native","CRG"
"E02","W0747",0.0073,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0833,"W0747.0hr",0.0473,0.036,4.93150684931507,"CRG18","Native","CRG"
"E03","W0747",0.0073,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0814,"W0747.0hr",0.0473,0.0341,4.67123287671233,"CRG18","Native","CRG"
"E04","W0161",0.0406,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1615,"W0161.0hr",0.0482,0.1133,2.79064039408867,"LDSc3-10","Native","LDS"
"E05","W0161",0.0406,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.138,"W0161.0hr",0.0482,0.0898,2.21182266009852,"LDSc3-10","Native","LDS"
"E06","W0161",0.0406,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0394,"W0161.0hr",0.0482,-0.0088,-0.216748768472906,"LDSc3-10","Native","LDS"
"E07","W0162",0.0465,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1744,"W0162.0hr",0.0464,0.128,2.75268817204301,"DEB28-04","Native","DEB"
"E08","W0162",0.0465,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0896,"W0162.0hr",0.0464,0.0432,0.929032258064516,"DEB28-04","Native","DEB"
"E09","W0162",0.0465,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1022,"W0162.0hr",0.0464,0.0558,1.2,"DEB28-04","Native","DEB"
"E10","W0748",0.0168,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1387,"W0748.0hr",0.0498,0.0889,5.29166666666667,"LIS17","Native","LIS"
"E11","W0748",0.0168,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1311,"W0748.0hr",0.0498,0.0813,4.83928571428571,"LIS17","Native","LIS"
"E12","W0748",0.0168,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1391,"W0748.0hr",0.0498,0.0893,5.31547619047619,"LIS17","Native","LIS"
"F01","W0163",0.0228,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0694,"W0163.0hr",0.044,0.0254,1.1140350877193,"LIS22","Native","LIS"
"F02","W0163",0.0228,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0677,"W0163.0hr",0.044,0.0237,1.03947368421053,"LIS22","Native","LIS"
"F03","W0163",0.0228,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0634,"W0163.0hr",0.044,0.0194,0.850877192982456,"LIS22","Native","LIS"
"F04","W0749",0.0354,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1728,"W0749.0hr",0.0446,0.1282,3.62146892655367,"HIG10-01","Native","HIG"
"F05","W0749",0.0354,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.1774,"W0749.0hr",0.0446,0.1328,3.75141242937853,"HIG10-01","Native","HIG"
"F06","W0749",0.0354,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.158,"W0749.0hr",0.0446,0.1134,3.20338983050847,"HIG10-01","Native","HIG"
"F07","W0165",0.0382,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.04,"W0165.0hr",0.0427,-0.0027,-0.0706806282722513,"CDCc2-05","Native","CDC"
"F08","W0165",0.0382,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0403,"W0165.0hr",0.0427,-0.0024,-0.06282722513089,"CDCc2-05","Native","CDC"
"F09","W0165",0.0382,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0165.0hr",0.0427,-0.0028,-0.0732984293193718,"CDCc2-05","Native","CDC"
"F10","W0750",0.0264,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0983,"W0750.0hr",0.0453,0.053,2.00757575757576,"CDCc2-01","Native","CDC"
"F11","W0750",0.0264,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0988,"W0750.0hr",0.0453,0.0535,2.02651515151515,"CDCc2-01","Native","CDC"
"F12","W0750",0.0264,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0977,"W0750.0hr",0.0453,0.0524,1.98484848484848,"CDCc2-01","Native","CDC"
"G01","W0166",0.0377,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0401,"W0166.0hr",0.0439,-0.0038,-0.10079575596817,"HIG12-02","Native","HIG"
"G02","W0166",0.0377,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0397,"W0166.0hr",0.0439,-0.0042,-0.111405835543767,"HIG12-02","Native","HIG"
"G03","W0166",0.0377,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0488,"W0166.0hr",0.0439,0.0049,0.129973474801061,"HIG12-02","Native","HIG"
"G04","W0751",0.0195,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.04,"W0751.0hr",0.0496,-0.0096,-0.492307692307692,"SAN20-02","Native","SAN"
"G05","W0751",0.0195,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0401,"W0751.0hr",0.0496,-0.0095,-0.487179487179487,"SAN20-02","Native","SAN"
"G06","W0751",0.0195,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0403,"W0751.0hr",0.0496,-0.0093,-0.476923076923077,"SAN20-02","Native","SAN"
"G07","W0167",0.0282,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0405,"W0167.0hr",0.046,-0.0055,-0.195035460992908,"ARC28","Invasive","ARC"
"G08","W0167",0.0282,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0403,"W0167.0hr",0.046,-0.0057,-0.202127659574468,"ARC28","Invasive","ARC"
"G09","W0167",0.0282,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0408,"W0167.0hr",0.046,-0.0052,-0.184397163120567,"ARC28","Invasive","ARC"
"G10","W0752",0.0119,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0423,"W0752.0hr",0.0473,-0.005,-0.420168067226891,"CAM19","Native","CAM"
"G11","W0752",0.0119,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0396,"W0752.0hr",0.0473,-0.0077,-0.647058823529412,"CAM19","Native","CAM"
"G12","W0752",0.0119,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0396,"W0752.0hr",0.0473,-0.0077,-0.647058823529412,"CAM19","Native","CAM"
"H01","W0168",0.0253,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.04,"W0168.0hr",0.0465,-0.0065,-0.256916996047431,"NARc3-03","Native","NAR"
"H02","W0168",0.0253,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0168.0hr",0.0465,-0.0066,-0.260869565217391,"NARc3-03","Native","NAR"
"H03","W0168",0.0253,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0422,"W0168.0hr",0.0465,-0.0043,-0.1699604743083,"NARc3-03","Native","NAR"
"H04","W0753",0.0202,1,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0395,"W0753.0hr",0.0459,-0.0064,-0.316831683168317,"DEB26","Native","DEB"
"H05","W0753",0.0202,2,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0398,"W0753.0hr",0.0459,-0.0061,-0.301980198019802,"DEB26","Native","DEB"
"H06","W0753",0.0202,3,0,"0hr","Plate3.csv","Plate3","9POD_0hr_Plate3",0.0399,"W0753.0hr",0.0459,-0.00600000000000001,-0.297029702970297,"DEB26","Native","DEB"
"A01","W0419",0.0461,1,24,"24hr","Plate1.csv","Plate1","7POD_24hr_Plate1",0.2387,"W0419.24hr",0.0405,0.1982,4.29934924078091,"CDCc2-07-01","Native","CDC"
